,Unnamed: 0,question,personal
6587,54039.0,What’s one thing you’ve done to make yourself feel proud,1
1940,1248.0,Which racer holds the record for the most Grand Prix wins ,0
5095,1417.0,What is the most populous country in the world,0
6331,28482.0,What’s one thing that keeps you grounded during challenging times,1
3121,2174.0,What is the largest river by volume ,0
6414,36765.0,How do you handle moments of doubt about your abilities,1
3180,3253.0,Where can I find a parking garage ,0
884,1609.0,What is the tallest mountain in the world ,0
4276,2584.0, What is the largest known extinct volcano,0
4352,1745.0,What is the capital of South Africa ,0
5098,3300.0,What is the best way to manage your finances,1
1613,2666.0,Who is the most famous Italian painter ,0
2451,1104.0,Which Avenger is the only one who could calm the Hulk down ,0
1147,3724.0,How do you prepare for a storm ,1
1425,2598.0,Who invented the first computer ,0
1802,985.0,Which fashion brand made the “Genius Jeans” that became part of the Guinness World Records ,0
1556,2105.0, How do you build healthy relationships with family,1
4549,1931.0, What is the highest recorded temperature on Earth,0
4718,1799.0, What is the most famous cathedral in the United Kingdom,0
880,2489.0,What is the name of the longest mountain range in Africa ,0
6487,44038.0,How do you stay motivated when you don’t see immediate results,1
3840,3064.0,What time is the next bus ,0
2418,486.0,What makes you cute ,1
6533,48684.0,How do you deal with negative feedback in a constructive way,1
4735,2225.0, What is the most famous skyscraper in the world,0
5655,1587.0,What is the most famous art piece in the world,0
5920,1647.0,What is the most famous sport in the world,0
2512,3391.0,Where can I find a public park with a playground ,0
1551,2487.0,What is the smallest country by land area ,0
3763,1533.0,What is your favorite sport to play or watch ,1
6011,1597.0,What is the best way to deal with conflict at work,1
3815,1204.0,What is a traditional serving size of an Italian espresso ,0
5592,2207.0,What is the best way to build a successful career,1
692,1452.0,If you had unlimited resources what would your dream project be ,1
3062,1574.0, What is the largest mangrove forest in the world,0
3253,3106.0,Where can I find the nearest gym ,0
2439,1301.0,What do you think you would have used all your money for if you won the lottery of 1 million dollars as a child ,1
1817,3049.0,Is the moon made of rocks ,0
3644,1201.0,How much time do you spend in a day looking at the mirror ,1
992,3037.0,Is chocolate sweet ,0
6454,40705.0,How do you navigate fear of failure in your personal life,1
6012,1624.0,What is the most famous city in South America,0
5488,1675.0,What is the most famous music festival in the world,0
3555,1327.0,What is the powerhouse of the cell ,0
2914,40.0,How easy is it for you to express your emotions ,1
6901,85453.0,How do you stay grounded when you feel emotionally out of control,1
6866,81918.0,What’s one thing you do to stay calm when things don’t go according to plan,1
2075,1822.0, What is the most famous island in the world,0
6840,79392.0,How do you deal with moments when you feel stuck or unmotivated,1
1204,873.0,What is your favorite family vacation ,1
4797,103.0,What is your study style ,1
821,509.0,Suppose you end up in jail. What do you think people would assume you have done to be there ,1
276,2352.0,What is the name of the first human to walk on the moon ,0
481,660.0,Which desert is the largest in the world ,0
5165,2326.0,What’s the best way to learn a new language,1
3377,1570.0,What’s the best way to cheer you up when you’re feeling down ,1
5451,1563.0,What is the most famous church in the world,0
3941,1821.0,What is the primary ingredient in pasta ,0
37,186.0,What part of the brain is responsible for voluntary movement ,0
3694,868.0,What is the chemical symbol for silicon ,0
6156,10907.0,How do you handle moments of failure,1
1192,2496.0,What’s your favorite way to unwind on the weekend ,1
3683,2867.0,Who is the best athlete of all time ,1
5968,1623.0,What is the best way to develop leadership skills,1
2715,969.0,In which country is the Festival of Holi celebrated with vibrant colored powders and water balloons ,0
1881,3054.0, What is the longest running Broadway musical,0
6235,18886.0,What’s something you love to do but haven’t done in a while,1
6605,55857.0,What’s one thing you do to increase your emotional intelligence,1
1103,289.0,If you could join any past or current music group which would you want to join ,1
5590,1328.0,What is the largest island in the world,0
5605,2220.0,How do you improve your teamwork skills,1
3959,932.0,What is celebrated on the 2ndSaturday in June in the United Kingdom ,0
3598,3728.0,Do you prefer the beach or the mountains ,1
6438,39189.0,What’s one thing you’ve done that helped you increase your self-awareness,1
5642,1543.0,How do you stay focused during a meeting,1
2833,2024.0, What is the largest ocean mammal,0
5391,2654.0,What is the most popular social media platform,0
4905,2543.0, What is the largest volcano in Africa,0
4083,1768.0,What’s the most inspiring book you’ve read ,1
5342,2362.0,What is the most popular holiday in the world,0
487,2044.0, What’s your favorite kind of music,1
3552,1535.0,What do you enjoy most about your current lifestyle ,1
6783,73635.0,What’s one thing you do to enhance your personal growth every day,1
3300,1916.0,What’s your favorite way to stay informed ,1
1249,3666.0,What is the most embarrassing moment you’ve had at work ,1
3407,3526.0,How do I book tickets for a boat tour ,0
1813,2637.0,Who is the most famous French philosopher ,0
4171,2518.0,What’s your favorite way to spend an afternoon ,1
539,2067.0, How do you build better habits,1
6836,78988.0,How do you ensure you’re taking care of your emotional needs every day,1
6848,80100.0,How do you make sure you stay grounded in your emotions every day,1
3299,3060.0,How do I get to the airport ,0
5830,1881.0,What is the best way to achieve financial independence,1
6307,26058.0,What’s the best way to practice self-love,1
1526,2407.0,What’s your favorite way to connect with nature ,1
1449,2737.0,Who is your favorite family member ,1
1270,1673.0, What is the oldest landmark in Egypt,0
4647,2597.0, What is the largest glacier in the world,0
4809,2039.0, How do you deal with conflicts at work,1
3011,3321.0,What is the price of a train ride ,0
6750,70302.0,How do you make sure you stay true to your authentic self,1
6313,26664.0,What’s something you’ve learned from your experiences with disappointment,1
6044,1515.0,What is the most famous cathedral in the United States,0
144,476.0,Independence Day in Cambodia is when ,0
5279,1786.0,How do you deal with stress at work,1
1116,3596.0,What do you like to do in your free time ,1
1058,1878.0, What is the most famous food in Italy,0
6888,84140.0,What’s one practice you use to stay mentally sharp,1
3950,219.0,What is the smallest ocean in the world ,0
3150,2645.0, What is the capital of Italy,0
2333,393.0,"What is better – being a vegetarian/vegan or eating meat  In other words, do you think it is ethical to eat other animals being a human ",1
5787,1577.0,What is the best way to learn from failure,1
3188,1143.0,Do you have any favorite festivals  What is it ,1
5753,1514.0,What is the best way to prepare for a job interview,1
5730,1934.0,What is the best way to learn new skills,1
1055,569.0,Who was the greatest male ballet dancer of the early 20thcentury ,0
1158,3159.0,What is the price of a movie ticket ,0
5613,1894.0,What is the largest city in the United States,0
2167,1617.0,What is the distance between the Earth and the Sun ,0
1412,2317.0, What is the most famous beach in the world,0
4519,1045.0, How do you develop your leadership skills,1
2178,2298.0, What is the highest building in the United States,0
740,1625.0, What is the fastest bird in the world,0
376,3676.0,What’s your least favorite task at work ,1
2532,2494.0, What is the longest tunnel in the world,0
4193,2681.0, What is the tallest tree in the Amazon rainforest,0
4638,1687.0, How do you deal with setbacks,1
2033,515.0,What do you think is the right time to move to marriage from dating ,1
4517,604.0,What is your best way to pass the time without your phone or tab ,1
3705,1219.0,Which planet has the most gravity ,0
288,2968.0,Do you like to spend time in nature ,1
985,2565.0,Who is the longest-reigning monarch in British history ,0
4768,2148.0, What is the largest known desert on Earth,0
1755,1907.0, What is the oldest university in the world,0
1898,3577.0,What is your favorite holiday destination ,1
5353,1777.0,What is the most famous island in the world,0
5211,1234.0,What’s the best way to build self-confidence,1
1799,2066.0, What is the largest moon in the solar system,0
3937,206.0,What is the closest star to Earth ,0
5056,3259.0,What is the main source of energy for the sun,0
2785,2597.0, What is the main ingredient in sushi,0
6200,15351.0,What’s one thing you do when you need to feel more centered,1
2650,2960.0,Are you into fashion ,1
5350,1570.0,What is the largest living organism in the world,0
1996,2058.0, What is the oldest known living species on Earth,0
1044,1012.0,Are you as innocent as you seem ,1
5021,3338.0,How do I find a good dentist in the area ,0
5626,2141.0,How do you deal with challenging customers,1
4733,2575.0, What is the most expensive hotel in the world,0
3593,2206.0,What is the term for a baby tiger ,0
6425,37876.0,What’s your favorite method for practicing mindfulness,1
422,432.0,"In the story of Snow White, how many dwarfs are there ",0
3845,3311.0,How do I register for an online course ,0
6903,85655.0,How do you ensure you’re taking care of your emotional needs daily,1
6146,9997.0,What’s something that makes you feel vulnerable,1
5440,2324.0,What is the most famous island in the Caribbean,0
3642,799.0,"If you lose the ability to recognize all faces but one, whose face would you like to recognize always  Okay, is it yours ",1
4370,1323.0,"What one socially acceptable thing would you like to make unacceptable and vice-versa for one currently unacceptable thing, if you could ",1
4884,2137.0,What’s the best way to start a conversation ,1
857,2182.0,What is the smallest planet in the solar system ,0
4645,2334.0,What is the deepest ocean in the world ,0
5810,1841.0,What is the most famous movie of all time,0
2283,1125.0,How many films did Sean Connery play James Bond in ,0
2987,2254.0, What is the longest mountain range in the world,0
4132,978.0,"If you had to give someone the title of the most impressive person ever, whom would you choose ",1
5944,1572.0,What is the best way to start a business,1
1547,1946.0,What’s the best way to start learning a new language ,1
5750,1523.0,What is the largest city in South America,0
6428,38179.0,How do you make time for personal reflection amidst a busy schedule,1
2223,917.0,What is the chemical symbol for tin ,0
6076,2927.0,What’s your favorite way to spend time with friends,1
921,3279.0,How do I check into a hotel ,0
432,2458.0,What’s your favorite activity to do when you’re bored ,1
2898,299.0,Who is known as the “Father of Modern Physics” ,0
2123,302.0,Can you say that you have never had a one-night stand ,1
6921,87473.0,How do you stay calm in difficult moments of life,1
1180,1283.0,What name is used to refer to a group of frogs ,0
4559,1079.0,What’s the primary ingredient in hummus ,0
6231,18482.0,What’s your favorite way to unwind after a stressful day,1
1317,1827.0,What is the term for animals that eat both plants and meat ,0
6144,9795.0,What’s your favorite childhood memory,1
5557,2519.0,What is the largest river in the world,0
2745,2140.0, What is the most famous palace in the world,0
6546,49997.0,What’s one thing you’ve done to boost your emotional intelligence,1
5587,2215.0,What is the most famous art museum in the world,0
5770,1789.0,What is the best way to learn new languages quickly,1
6589,54241.0,What’s one thing you do to increase your self-discipline,1
2558,3220.0,Where can I find an ATM nearby ,0
4817,1405.0,What is your favorite topic to talk about ,1
2602,3151.0, What is the fastest fish in the ocean,0
6682,63534.0,How do you manage feelings of loneliness in a crowded world,1
67,761.0,"What form of public transportation do you prefer  (air, boat, train, bus, car, etc.)",1
6935,88887.0,How do you maintain healthy boundaries in relationships,1
3404,1473.0,What’s your favorite genre of music and why ,1
5399,1628.0,What is the best way to develop leadership qualities,1
2045,2585.0,"Who wrote ""The Catcher in the Rye"" ",0
2619,1750.0,What’s the most interesting thing you’ve learned recently ,1
4489,1932.0,What’s the most fun activity you’ve done with friends ,1
6599,55251.0,What’s one thing you’ve done to improve your sense of self-worth,1
3675,3539.0,Where is the nearest public swimming pool ,0
375,110.0,What is the process by which plants make their food ,0
5528,1572.0,How do you deal with stress in a relationship,1
5978,1789.0,What is the most famous historical leader,0
6610,56362.0,How do you stay grounded when you feel overwhelmed,1
4975,3129.0, What is the most famous castle in Europe,0
5420,2549.0,What is the largest city in the world,0
3826,1244.0,How many stripes does Adidas have ,0
2960,1738.0, What is the tallest waterfall in the United States,0
201,800.0,What is the most expensive thing you have ever bought ,1
975,2903.0, What is the most famous river in Asia,0
753,3680.0,What’s the most interesting job you’ve ever done ,1
1342,1322.0,"What do you think about the hustle culture  Are you a part of it  Or, do you plan to ",1
5477,2109.0,What is the largest country in Africa,0
5380,2955.0,What is the best way to improve your negotiation skills,1
1071,792.0,Do you believe in horoscopes  Or do you check it ,1
1514,2450.0, What is the deepest river in South America,0
4365,974.0,What is the name of the home of the Greek Gods ,0
3569,1080.0,Which boxer was known as “The Greatest” and “The People’s Champion” ,0
1987,2950.0, What is the fastest growing plant in the world,0
4251,67.0,In which period did ballet originate ,0
186,1515.0,Do you prefer tea or coffee Why ,1
4862,512.0,Do you have any special dance moves that you only do secretly  Show us!,1
5253,2833.0,What’s the most dangerous place on Earth,0
1877,2762.0, What’s the most popular sport in the world,0
4142,2597.0,Who was the first woman to be elected to the U.S. Congress ,0
4409,1618.0, How do you maintain your mental health,1
1421,2331.0,What’s the best way to learn a new instrument ,1
1534,43.0,Who invented the bidet ,0
6655,60807.0,What’s one thing you do to stay calm during stressful events,1
4335,2654.0,Who is the founder of the Red Cross ,0
1885,1973.0,What is the main ingredient in pasta ,0
4506,2868.0,Who is the most famous scientist in history ,1
2482,2785.0,Who is your favorite movie producer ,1
5359,2532.0,What is the most expensive hotel in the world,0
4484,3390.0,How do I sign up for a local cooking class ,0
6,394.0,Which animal is known for its ability to regenerate lost limbs ,0
3355,461.0,What do you desperately want now ,1
3653,3486.0,What time does the post office open ,0
1023,1624.0,How do you stay motivated when facing setbacks ,1
4106,2024.0, What is the largest river in Africa,0
4292,3027.0,Is the sun very hot ,0
284,2216.0, What is the deepest natural lake in the world,0
3541,1744.0,What’s your favorite way to explore new places ,1
6994,94746.0,What’s one way you stay connected to your purpose in life,1
6357,31008.0,What’s one thing that you’ve done to change your perspective on life,1
6821,77473.0,What’s one thing you do to express gratitude even when things are hard,1
4890,1861.0,What is the primary function of the liver ,0
2947,1511.0,How do you usually spend holidays with family ,1
3949,680.0,Which country is known for the pyramids and the Sphinx ,0
2370,2118.0, What is the most famous tourist spot in Japan,0
1315,2328.0, What is the tallest natural mountain in the world,0
712,398.0,"Do you have any superstitions  Like, you know it’s superstition but you can’t help it ",1
4405,3647.0,What is the most memorable gift you've ever received ,1
807,50.0,What is the chemical symbol for phosphorus ,0
6717,67069.0,What’s one thing you do to keep your confidence up in challenging moments,1
6973,92625.0,How do you cope with fear of failure,1
3819,3558.0,Where did you grow up ,1
5922,1559.0,What is the most famous building in the United States,0
5051,1860.0,What’s the most famous landmark in London,0
6824,77776.0,How do you stay motivated when you’re not seeing immediate results,1
4145,3231.0,What is the cost of a taxi ride to the airport ,0
3331,138.0,Do you watch cringe stuff ,1
4227,1494.0,What is the square root of 64 ,0
1656,3343.0,What time does the train leave for the city ,0
1007,2994.0,Is the Earth the third planet from the Sun ,0
888,3449.0,Where is the best place to buy souvenirs in the city ,0
3337,1749.0,What is the most commonly spoken language in South America ,0
3643,2573.0, What is the most famous palace in the world,0
2985,80.0,Who won the Academy Award for Best Actor for his role in the 2020 film “Joker” ,0
6440,39391.0,What’s something you do to remind yourself of your worth,1
3472,2465.0, What is the largest artificial reef in the world,0
4130,2758.0, What is the most famous river in North America,0
5593,1912.0,What is the most famous castle in Europe,0
7007,96059.0,How do you deal with moments when you're overwhelmed by emotions,1
6602,55554.0,How do you cultivate a sense of gratitude in your life,1
589,2009.0,What is the name of the process that creates snow ,0
4538,468.0,Is there someone you want to see married so much ,1
3986,109.0,"Which novel starts with the line: ""Call me Ishmael."" ",0
3651,3077.0,How far is it to the nearest beach ,0
4454,1100.0,Have you ever received a piece of advice that sounded useless but turned out to be helpful ,1
3310,1853.0,What is the most spoken language in the world ,0
1693,3425.0,How do I register for an online event ,0
4548,1724.0,How do you find inspiration for creative projects ,1
5487,1798.0,What is the best way to learn a foreign language,1
3187,2590.0,Who was the first king of Israel ,0
3846,2345.0, What is the deepest lake in Europe,0
604,91.0,Which breed of dog is known for its excellent sense of smell and tracking abilities ,0
1934,2214.0,What is the capital city of the United Kingdom ,0
1910,1230.0,Do you have any hidden talent  And what is it ,1
338,560.0,Do you believe in the law of attraction  Why or why not ,1
6904,85756.0,What’s one thing you do to stay focused when distractions arise,1
1174,1363.0,"If you had to live a day in the world with no one else but one person except you, who would you choose to be with you ",1
6718,67170.0,How do you stay grounded in the face of major life changes,1
1978,2830.0, How do you keep yourself organized,1
3565,949.0,What organ in the human body is responsible for pumping blood ,0
3081,78.0,Do you have any favorite songs  What are they  Can you sing it now ,1
3455,3238.0,Where is the nearest bank ,0
6310,26361.0,What’s one thing that you’re most excited about in the future,1
5177,3229.0,What’s the most famous temple in the world,0
6162,11513.0,What’s your favorite way to express creativity,1
32,2161.0,What’s your favorite way to improve self-discipline ,1
5173,2730.0,What is the best way to handle stress at work,1
592,229.0,What is the second most abundant element in the Earth’s crust ,0
5455,1485.0,What is the longest bridge in the world,0
2456,2527.0, What is the longest mountain range in North America,0
6364,31715.0,What’s something you’ve learned from your experiences with self-doubt,1
3095,3399.0,How do I book a spa treatment ,0
5871,1869.0,What is the most famous landmark in Egypt,0
5644,2059.0,What is the best way to improve your mental health,1
4151,3329.0,Where can I find a pet-friendly hotel ,0
274,1649.0,What is the largest bone in the human body ,0
1895,1245.0,How many times does the heartbeat per day ,0
215,2484.0,What’s your favorite activity to do when you need a break ,1
2788,1.0,When was the last time you felt jealous ,1
5966,1678.0,What is the best way to improve your communication skills,1
1067,2643.0,"Who wrote ""The Divine Comedy"" ",0
5426,1621.0,How do you deal with negative feedback,1
3237,1296.0,What's the longest you've gone without sleep (and why) ,1
4798,1392.0,What’s the name of the paradise warriors go to after death ,0
3462,2571.0, What is the highest point in Africa,0
3612,1121.0,What is the chemical symbol for gold ,0
830,2155.0, What is the most famous city in Italy,0
2786,3663.0,What is the most recent family event you attended ,1
5952,1525.0,What is the best way to develop emotional resilience,1
4126,2645.0, What is the oldest known civilization,0
977,1876.0,What’s your favorite way to spend time with family ,1
1164,507.0,What is your favorite thing about your career ,1
1345,3636.0,What is the name of your first teacher ,1
3610,1479.0,What is the main ingredient in guacamole ,0
6196,14947.0,What’s one thing you want to improve about yourself this year,1
5079,1853.0,What is the most famous pyramid in Egypt,0
5460,1862.0,What is the most famous city in South America,0
6911,86463.0,How do you approach personal growth when you’re feeling stuck,1
1083,1893.0,What is the deepest lake in the world ,0
6995,94847.0,How do you ensure you're not overwhelmed by your responsibilities,1
6879,83231.0,How do you prioritize self-care when life gets busy,1
3506,459.0,What warning would you like to give someone who wants to get close to you ,1
3254,370.0,What excites you most about your crush ,1
2166,3723.0,What is your favorite season ,1
4090,3347.0,Where can I find a travel agency ,0
4959,64.0,What is your most favorite tv show ever ,1
4935,2219.0,What’s the best way to maintain work-life balance ,1
3737,420.0,Can you say that you never stalked someone online ,1
6723,67675.0,What’s one thing you do to build a positive relationship with yourself,1
3849,1938.0,What’s your favorite way to stay creative ,1
2706,94.0,Who painted “The Persistence of Memory” ,0
2085,1561.0, What is the most famous lighthouse in the world,0
2839,3654.0,Do you remember your first family road trip ,1
5213,2972.0,How do you deal with failure,1
5085,2914.0,What is the most common type of animal in the world,0
6771,72423.0,What’s one thing you do to stay centered and calm during tough times,1
3245,2063.0, What is the tallest tower in the world,0
2019,1187.0,The video game “Happy Feet” features what animals ,0
3910,1858.0, What is the fastest land mammal in the world,0
3127,3280.0,What is the cost of a gym membership in this city ,0
6563,51615.0,What’s one way you practice self-compassion,1
52,493.0,How do you see people who are workaholics  Are you one of them ,1
6792,74544.0,How do you stay connected to your values when faced with challenges,1
6322,27573.0,What’s one thing you’ve learned about time management,1
3962,587.0,"Who wrote the novel ""War and Peace"" ",0
6544,49795.0,What’s one thing you do to stay inspired on a daily basis,1
1,121.0,What is the smallest unit of matter that retains the properties of an element ,0
22,2383.0,What’s your favorite type of workout for endurance ,1
2148,3582.0,Do you have a nickname ,1
1965,27.0,Do you think I know you well  What is something that you’d like to tell me about you ,1
3884,1652.0, What is the longest river in Australia,0
1364,1776.0, What is the largest earthquake in history,0
3351,3197.0,Where is the nearest gym ,0
486,3704.0,Have you ever been pulled over by the police ,1
3530,2921.0,Are you a student ,1
4811,2238.0,What is the deepest point in the ocean ,0
781,665.0,What is the one thing for which you could sell your soul to the devil ,1
509,70.0,Which country has the most islands in the world ,0
6496,44947.0,What’s one thing you’ve learned about yourself through challenges,1
5820,1732.0,What is the most famous food in Japan,0
6408,36159.0,How do you reflect on your personal growth over time,1
4343,820.0,How good are you at flirting with someone  Can you prove it now ,1
4833,1801.0,What is the fastest bird in the world ,0
1200,2987.0,Is the sky blue ,0
6981,93433.0,How do you stay on track with your personal goals,1
698,1694.0,What’s your favorite way to celebrate success ,1
234,3378.0,How do I buy tickets for a theater show ,0
570,3373.0,How do I buy tickets for a sports event ,0
6754,70706.0,How do you stay focused on your dreams when others doubt you,1
6951,90403.0,How do you stay connected with your passions and interests,1
4933,2463.0, What is the deepest lake in the United States,0
5764,2111.0,What is the largest river in North America,0
2894,3635.0,What is your favorite way to spend a rainy day ,1
6751,70403.0,What’s one thing you do to keep a positive mindset,1
2905,2750.0,Who is your favorite actor from the 80s ,1
6394,34745.0,What’s one habit you’ve built that has changed your life for the better,1
4526,3478.0,How do I buy tickets for a theme park ,0
6940,89392.0,What’s one thing you do to improve your self-discipline,1
891,771.0,What is the normal range for human body temperature in Celsius ,0
2078,267.0,What is the name of the little mermaid in the Disney movie ,0
6448,40199.0,What’s one thing you do to challenge your perspective,1
1669,1776.0,What’s the best way to share your skills with others ,1
2142,1754.0, How do you prioritize your tasks,1
3349,2405.0, What is the longest living animal,0
4284,754.0,Do you think it is good to be ambitious in life ,1
779,3285.0,Where can I find a restaurant with outdoor seating ,0
1295,691.0,How many pairs of shoes do you own ,1
4659,607.0,Do you like or dislike surprises  Why or why not ,1
755,2379.0,What’s your favorite way to challenge yourself ,1
3534,2598.0, What is the most famous library in the world,0
94,3021.0,Is the sky clear when the weather is good ,0
2047,603.0,What is the craziest thing have you ever done ,1
5210,2889.0,Who was the first female prime minister of the UK,0
4034,3617.0,What kind of pets do you have ,1
3837,747.0,How many bones are there in the adult human body ,0
6495,44846.0,How do you navigate feelings of uncertainty in your life,1
2005,2443.0, What is the largest fish in the ocean,0
4253,48.0,What one thing can you tell me about you that would surprise me ,1
6008,1468.0,What is the most famous sport in the world,0
6966,91918.0,What’s one thing you do to maintain good mental health,1
4086,1255.0,Do you think you are an old soul ,1
2445,2520.0, What is the largest ocean current in the world,0
5059,3141.0,What is the hardest language to learn,0
6811,76463.0,What’s one thing you do to create a positive mindset every day,1
1874,2546.0, What is the largest forest in the world,0
1801,1508.0,What is the name of the smallest continent by land area ,0
1104,2076.0,What’s the best way to improve your time management ,1
3525,2514.0,What’s your favorite type of historical fiction ,1
2284,169.0,What did the “Itsy Bitsy Spider” climb up ,0
5617,1474.0,What is the best way to stay productive at work,1
5957,1541.0,What is the best way to stay motivated in school,1
4627,3711.0,Do you have a preferred car brand ,1
1943,2169.0,What’s your favorite way to enjoy a sunny day ,1
1783,2636.0,Who created the first television ,0
4808,3357.0,How do I get a tourist pass for public transport ,0
3326,711.0,What is the name of the classification of crime which is less serious than a felony ,0
1082,1347.0,What is your favorite game or sport to watch and play ,1
6944,89796.0,What’s one thing you do to maintain a positive outlook on life,1
3143,434.0,"Are you religious or spiritual  Or, none ",1
287,1618.0,How do you relax after a long day ,1
5293,2174.0,What is the most famous monument in Egypt,0
1263,1768.0, How do you stay organized in a busy life,1
6201,15452.0,How do you overcome moments of fear,1
327,644.0,In which body part can you find the femur ,0
4871,478.0,Do weapons promote safety or violence ,1
6037,1502.0,What is the best way to learn how to manage time,1
2569,1893.0, What is the deepest lake in North America,0
6170,12321.0,What’s something that makes you feel confident,1
3893,1489.0,How do you approach solving complex problems ,1
3408,3219.0,How do I return an item to the store ,0
501,3441.0,How do I return a product to a store ,0
956,2560.0, What is the smallest ocean in the world,0
1310,2513.0,What is the capital of Canada ,0
459,1850.0, What is the most famous statue in the United States,0
5608,1891.0,What is the most famous building in Paris,0
2144,1206.0,"If you were an immortal vampire, what would you have done differently from now ",1
4020,3629.0,What do you do for a living ,1
4999,803.0,Are you a Grammar Nazi ,1
5898,1816.0,What is the most famous music festival in the world,0
6128,8179.0,What’s something you can’t live without,1
249,2128.0,What’s the best way to build meaningful relationships ,1
2781,2129.0,What is the name of the process that creates tides ,0
2595,855.0,What dress code will you choose for a crazy college club ,1
404,3026.0,Are some insects harmful to crops ,0
6135,8886.0,What’s something that you find incredibly fulfilling,1
826,2014.0, What is the largest natural park in the world,0
1685,2572.0, What is the most famous lake in Africa,0
6000,1668.0,What is the most famous university in the world,0
1499,2253.0, What is the highest recorded temperature on Earth,0
3698,1349.0,What is the SI unit of electric current ,0
2846,2949.0,What’s your favorite way to relax ,1
1723,3452.0,What time does the restaurant serve dinner ,0
1806,1700.0, What is the deepest lake in the world,0
2640,2240.0,What is the largest volcano on Earth ,0
5825,1536.0,What is the most famous art gallery in the world,0
107,1386.0,What is the capital of New Zealand ,0
1968,1709.0, What is the most popular tourist destination in Europe,0
4739,830.0,Are you active on social media ,1
2032,334.0,What is the smallest particle of an element ,0
6505,45856.0,How do you stay patient when you’re waiting for change to happen,1
4247,1635.0, What is the most common element in the Earth's crust,0
5235,1853.0,What is the deepest ocean in the world,0
4867,1903.0,What is the main source of energy for the human body ,0
3124,134.0,"If you could live anywhere, where would it be ",1
2872,3146.0,How many types of apples are there ,0
2850,3202.0,Where can I buy a charger for my phone ,0
1375,2022.0,What’s the best way to learn something new every day ,1
5019,2902.0,Who is the most selfless person you know ,1
2119,2964.0,What’s your favorite outdoor activity ,1
5925,1802.0,What is the best way to improve memory retention,1
1961,664.0,What’s the shortcut for the “copy” function on most computers ,0
2825,391.0,Have you ever lose a bet over something stupid ,1
3993,3570.0,What is your favorite movie ,1
6123,7674.0,What’s one thing you wish people knew about you,1
1415,2433.0, What is the most famous national park in Africa,0
6285,23836.0,What’s your favorite way to reflect on your day,1
1205,1905.0, What is the largest diamond mine in the world,0
45,2194.0, What is the longest beach in the world,0
156,3035.0,Is glass breakable ,0
4258,2201.0, What is the biggest earthquake ever recorded,0
1066,2099.0, What is the largest ocean in the world,0
3754,909.0,"If you could never get dirty and could easily survive without bathing, would you still take a bath daily ",1
2578,2623.0,Who is the founder of Twitter ,0
5849,1511.0,What is the largest city in the world by area,0
6993,94645.0,How do you manage stress when things get overwhelming,1
1106,3682.0,Do you take your work home with you ,1
1920,686.0,Do you like playing hard or do you prefer it clear and straightforward ,1
2733,2143.0,What’s your favorite way to spend time with friends ,1
5023,2292.0, How do you overcome procrastination,1
409,310.0,Can you agree that never have you ever had a skinny dip ,1
6817,77069.0,What’s one thing you do to maintain self-discipline during hard times,1
1054,2203.0, What is the most famous museum in the world,0
6731,68483.0,What’s one thing you do to maintain emotional resilience,1
5693,1511.0,What is the largest ocean in the world,0
6371,32422.0,How do you stay connected with people who matter to you,1
1239,55.0,"If you had to embrace a completely new culture, what would it be ",1
4738,2653.0, What is the deepest point in the ocean,0
5778,1931.0,What is the most famous university in the world,0
2392,1684.0,What’s the best piece of art you’ve ever seen ,1
5874,1808.0,What is the most famous tourist spot in India,0
2217,3708.0,How long have you had your driver’s license ,1
2161,3176.0,How do I connect to public Wi-Fi ,0
2314,3484.0,How do I find a local photographer for an event ,0
5651,1519.0,What is the largest city in Australia,0
5551,2473.0,How do you stay productive during quarantine,1
6823,77675.0,What’s one thing you do to stay calm during conflicts,1
1101,3467.0,Where is the nearest bookstore ,0
6050,301.0,What’s the hardest decision you’ve ever had to make,1
3184,3717.0,Do you prefer public transportation or driving ,1
1536,1304.0,Which country has the most natural lakes in the world ,0
2003,1465.0,What is the largest island in the world ,0
5071,1748.0,What is the best way to stay fit,1
5406,1421.0,What is the most famous university in the world,0
2324,2633.0,Who was the first woman to serve as a U.S. Supreme Court justice ,0
5880,1834.0,What is the best way to find a mentor,1
5222,2671.0,What’s the most expensive diamond ever sold,0
2200,2330.0, What is the deepest sea in the world,0
2904,2153.0, What is the largest desert in Asia,0
3452,2410.0, What is the most famous bridge in the world,0
5060,2155.0,What’s the most beautiful flower in the world,1
4875,274.0,What is the meaning of your name ,1
2879,699.0,Have you ever faked someone’s signature ,1
1098,422.0,Can you wink  And whistle ,1
2725,2628.0,Who was the first woman to travel in space ,0
6654,60706.0,How do you practice mindfulness to stay emotionally balanced,1
833,797.0,Which animated film features a character named Simba and includes the song “Circle of Life” ,0
5553,2172.0,How do you develop emotional intelligence,1
3027,2909.0,How old are you ,1
3139,1771.0, What is the longest suspension bridge in the world,0
1969,1890.0, What is the deepest river in South America,0
2489,1437.0,What is the name of the process by which plants make food using sunlight ,0
6433,38684.0,What’s one thing you’ve done that made a positive change in your life,1
6742,69594.0,How do you maintain a sense of control when everything feels chaotic,1
5913,1717.0,What is the most famous festival in India,0
6885,83837.0,How do you navigate difficult conversations with loved ones,1
5057,1903.0,What is the longest river in Asia,0
3065,425.0,What celebrity would you like to meet at Starbucks for a cup of coffee ,1
1954,180.0,Can you share the best career decision you have ever made ,1
